"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida"
"Hernáez, Luis: Destidós. Paraguay: Arandurã Editorial, 2002.";"Hernáez, Luis";"Destidós";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Paraguay";"Río de la Plata";"Ficción";;", se mezclan, a veces se superponen ofreciendo un aspecto insólito, o se presentan en otro frente y la historia, el cuento, la enfermiza necesidad de vivir esas vidas que no nos animamos a vivir (o que no recordamos) ocasiona que una y otra vez, incontables veces, reemprendamos la marcha una vez más alentados por el más candoroso entusiasmo así, asado, aquí, allá, acullá.";"no"
"Chavarría, Daniel: El rojo en la pluma del loro. Barcelona: Random House Mondadori, 2002.";"Chavarría, Daniel";"El rojo en la pluma del loro";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Uruguay";"Río de la Plata";"Ficción";;"La persona que más odiara a Bini, más aún que la gorda Carmita y que la rubia Mireya, era Rosa de la Caridad Menéndez y Padrón, alias Rosy Meneo.";"no"
"Bucay, Jorge: El camino de la autodependencia. Barcelona: Grijalbo, 2002.";"Bucay, Jorge";"El camino de la autodependencia";2002;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"Argentina";"Río de la Plata";;;"Aprendimos de su mano que esta contradicción quizás esté allí para indicar que ambas cosas suceden al mismo tiempo, porque uno conoce y ama al mismo tiempo, y cuanto más conoce más ama y cuanto más ama más puede conocer. Dicho de otra manera, no puedo amar algo que no conozco y no puedo conocer algo que no amo.";"no"
"Izaguirre, Boris: 1965. Madrid: Espasa Calpe, 2002.";"Izaguirre, Boris";1965;2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Venezuela";"Caribe continental";"Ficción";;"encuentra con la ficción. Pero date prisa antes de que el fuego se extienda y todo se complique —Bárbara miró a Daniel y detrás de él las llamas, que avanzaban como verdugos dentro de El Dorado—. ¿Por qué estás hablando con él? Se volvió loco. Al final terminó siendo un argentino más quemando lo que más ama.";"no"
"Ruiz, Luis Manuel: Obertura francesa. Madrid: Santillana, 2002.";"Ruiz, Luis Manuel";"Obertura francesa";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;", de encontrarse en medio del torbellino de silencios y música. Una voz interrumpió el rondó final gritando desde el patio que las luces del escenario iban a ser apagadas y que el teatro estaba a punto de cerrarse. Bajo la lluvia, enfundada en un tabardo gris de aspecto soviético, Hélène resultaba más desamparada, más inexperta, como si fuera incapaz de desenvolverse en ese orbe de inconveniencias y obligaciones que nacía detrás de su clavicordio. Le pregunté si nadie iba a ir a recogerla, ella respondió que no. Saldría para Madrid a las diez de la mañana, donde le aguardaba su maestro y desde donde";"no"
"Chacón, Dulce: La voz dormida. Madrid: Alfaguara, 2002.";"Chacón, Dulce";"La voz dormida";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"Qué más puede encontrar. Qué más puede hacer la novata pretendiendo no querer hacerlo. Se creerá que es buena. Pero a ella no se la da. Quien nace monje no necesita hábito, y ésta ha nacido con su cargo pintado en la cara. Y buena no es, por mucho que se empeñe. Ésa es de";"no"
"Díez, Luis Mateo: El oscurecer (Un encuentro). Madrid: Ollero y Ramos, 2002.";"Díez, Luis Mateo";"El oscurecer (Un encuentro)";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"— Dios... —gritó el muchacho, e hizo un intento doloroso para incorporarse y caminar hacia el Viejo—. Oiga, oiga, por lo que más quiera, por lo más sagrado...";"no"
"Alborch, Carmen: Malas. Rivalidad y complicidad entre mujeres. Madrid: Aguilar, 2002.";"Alborch, Carmen";"Malas. Rivalidad y complicidad entre mujeres";2002;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"España";;;;"ella —las miradas, los cuchicheos, la moda, los chicos...—. Las chicas de ahora tienen una educación más audiovisual, familias más plurales, se interesan más de manera generalizada por los estudios, el deporte, dan más importancia a la libertad, sienten menos represión, pero también quizá hay una agresividad más manifiesta, más física. Los chicos siguen siendo importantes, y ellas menos remilgadas, más abiertas, más directas, han avanzado mucho en muchos campos, son más desenvueltas.";"no"
"Gala, Antonio: «EL INVENTO». Los invitados al jardín. Barcelona: Planeta, 2002.";"Gala, Antonio";"Los invitados al jardín";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"España";;"Ficción";;"Aún pienso que acaso hubiera valido más hacer la neoglotis más cruel y no la fonatoria. O acaso todo habría sido igual. ¿Qué sabemos nosotros? Sólo nuestro corazón, citando se entrega por entero, sabe bien lo que hace.";"no"
"Gala, Antonio: «LIRIA». Los invitados al jardín. Barcelona: Planeta, 2002.";"Gala, Antonio";"Los invitados al jardín";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Relato";"España";;"Ficción";;"Se lo di y colgué. Me odiaba a mí primero, por no haber sospechado; luego, a ella por su espantosa falsedad. Jamás me he sentido más estafado, más juguete de nadie, más con el alma literalmente en vilo. Y no me la bajaron hasta la tierra los descargos de Liria.";"no"
"Grandes, Almudena: Los aires difíciles. Barcelona: Tusquets, 2002.";"Grandes, Almudena";"Los aires difíciles";2002;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"España";;"Ficción";;"fulminante, y volvió a mirarla con una cara distinta, un rostro insólito, más que asustado, miedoso, una punta de humedad en los ojos, y Sara se preguntó qué había ocurrido, por qué no era ella la que estaba a punto de llorar, como siempre, por qué parecía repentinamente él quien más arriesgaba, quien más se jugaba, quien más sufría.";"no"
"Ofilada Mina, Macario: San Juan de la Cruz: el sentido experiencial del conocimiento de Dios. Burgos: Monte Carmelo, 2002.";"Ofilada Mina, Macario";"San Juan de la Cruz: el sentido experiencial del conocimiento de Dios";2002;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias sociales, creencias y pensamiento";"Filipinas";"Filipinas";"Académico";;"de la sabiduría secreta (I N 10, 6; II N 5, 1; II N 18, 5) llamada teología mística. Efectivamente, a tenor de todo lo ya dicho hasta ahora, la perfección se mide por el amor teologal, por la caridad. Dice nuestro autor: ""Cuanto un alma más ama, tanto es más perfecta."" (C 27, 8)";"no"
"CORALES: Entrevista a Evo Morales Ayma en Bruselas, 24/07/02. ";"CORALES";"Entrevista a Evo Morales Ayma en Bruselas, 24/07/02";2002;"Fecha de emisión";" ";"Oral";" ";;"Bolivia";"Andina";"Entrevista";;"cocaleros son más organizados más unidos // pero los cocaleros también son quechuaymaras // mhm / son pueblos indígenas // ¿quién sabe? eso la prensa nacional e internacional hace aparecer como cocaleros / algo // que estaría al margen del movimiento indígena sino también son los mismos indígenas / ma yo no yo no // yo diría más bien los cocaleros son los que más / avanzaron // entonces más conocidos como cocaleros que movimientos indígenas que también son / parte del movimiento indígena";"no"
"CORALES: Protagonistas: El quinto tertuliano, 20/06/02, Onda Cero. ";"CORALES";"Protagonistas: El quinto tertuliano, 20/06/02, Onda Cero";2002;"Fecha de emisión";" ";"Oral";" ";;"España";;"Tertulia";;"m / m mire / de todas formas / tod / tod / eh / la derecha en este momento está representando / no aquí sino en toda Europa / al trabajador más / porque podemos trabajar más / tenemos más trabajo / es decir / y lo de ricos y pobres siempre ha existido / y / el / PSOE / y la izquierda / lo único que ha hecho en definitiva cuando ha subido al poder / es enriquecerse ellos oiga que tenemos la experiencia";"no"
"Luna, Héctor: «El agroshopping». El Pais digital. Agropecuario. Montevideo: historico.elpais.com.uy/Suple/Agropecuario, 2002-12-28.";"Luna, Héctor";"El Pais digital. Agropecuario";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"Uruguay";"Río de la Plata";"Entrevista";"Periodicidad: mensual";"Creo que este camino de la tecnología biológica es obligatoriamente transitable. Son tecnologías que el país va a desarrollar o va a comprar ya desarrolladas. El país va a entrar en esa etapa de utilización, en todos los ámbitos, de productos que van a ser cada vez más demandados, porque son más eficientes, menos agresivos, más baratos.";"no"
"Filosi, Analía: «Las voces que marcarán el camino». El Pais digital. Sábado Show. Montevideo: elpais.com.uy/ediciones-anteriores/Suple/SabadoShow, 2002-11-02.";"Filosi, Analía";"El Pais digital. Sábado Show";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Uruguay";"Río de la Plata";"Entrevista";"Periodicidad: semanal";"N: Siempre decimos que, por sobre todas las cosas, la competencia no es con los compañeros sino con uno mismo. Si vos decaés en tu rendimiento en el trabajo, el que se perjudica es uno, no tus compañeros. Cuanto más trabajás, más rendís; cuanto más rendís, más alto llegás. La base de todo es el trabajo. Si vos nos trabajás y decís ""yo canto divino, canto bárbaro entonces no necesito exigirme"", ahí quedó mi carrera, soy mediocre. Tengo que laburar a pesar de que todo el mundo me diga ""vos cantás divino";"no"
"«Intensa búsqueda de arzobispo colombiano secuestrado». El Pais.com.uy. Montevideo: historico.elpais.com.uy, 2002-11-12.";;"El Pais.com.uy";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Uruguay";"Río de la Plata";"Noticia";;"Estas personas que han tomado por ese tristísimo camino de maltratar a quienes los colombianos más estiman y más quieren, tienen que reconsiderar su posición y hacer un acto de justicia con el pueblo colombiano, dijo Londoño a periodistas.";"no"
"Rodriguez Otero, Claudio: «Siempre Raúl». El Universal. Caracas: eluniversal.com, 2002-05-02.";"Rodriguez Otero, Claudio";"El Universal";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Venezuela";"Caribe continental";"Noticia";;"Los pupilos de Carles Rexach volvieron a ser los más incisivos, los que más atacaron y los que más arriesgaron en busca del gol, pero una vez más salieron a relucir las figuras merengues para contrarrestar la avalancha azulgrana: Raúl, con uno de sus acostumbrados golazos, sentenció la eliminatoria.";"no"
"«Importante visita para el futuro de nuestro deporte». Abc Color. Asunción: abc.com.py, 2002-07-08.";;"Abc Color";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Paraguay";"Río de la Plata";"Entrevista";;"ellos son los que difunden, son los que exhiben. El apoyo de los medios, repito, es fundamental y para un programa de comercialización es importante pues los medios pueden aportar esa presencia, esa difusión y pueden colaborar a que el deporte esté presente en todos lados, pues cuanto más esté presente el deporte, más vendrán las compañías, más interés habrá en la sociedad, se percibirá como algo positivo y más interés tendrán las grandes compañías comerciales en asociar su nombre, su actividad y sus marcas a la actividad deportiva, para diferenciarse de sus competencias.";"no"
"Diez Canseco, Javier: «El desagio tributario y PPK». La República. Lima: larepublica.pe, 2002-02-16.";"Diez Canseco, Javier";"La República";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Perú";"Andina";"Opinión";;"empresas. Así no, pues. El Perú requiere una estructura tributaria que esté de acuerdo con las necesidades de la economía nacional, que aliente la creación de empleo, y no que sea reflejo de la presión de los grupos de poder económico. La Reforma Tributaria es una necesidad y debe orientarse a que paguen más quienes más ganan y más tienen. ¿O no?";"no"
"Aguilar Zinser, Adolfo: «Entre viajes y palabras». El Norte. Monterrey: elnorte.com, 2002-08-02.";"Aguilar Zinser, Adolfo";"El Norte";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";"Opinión";;"Juan Pablo II no es sólo el Papa que más ha viajado, sino también el que más ha hablado, el que más ha dicho y predicado, casi sobre cualquier tema. Sus prolíficos pronunciamientos y sus prolongados viajes son expresión de la misma energía y afán personal y religiosa que ha convertido a este extraordinario sacerdote polaco en uno de los más formidables y persistentes actores políticos y religiosos del mundo contemporáneo.";"no"
"Flores, Paz: «En busca del momot». El Norte. Monterrey: elnorte.com, 2002-06-28.";"Flores, Paz";"El Norte";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"México";"México y Centroamérica";"Opinión";;"El modelo producción-consumismo tiene que evolucionar, porque está en el tope. Si enfocamos la lente en una dimensión amplia se darán cuenta que no exageramos. Nuestro sistema productivo no puede estabilizarse; para sobrevivir se tiene que producir más, para producir más es necesario consumir más, para consumir más es necesario crear necesidades nuevas, para eso hay que lavarnos la mente con publicidad y mercadotecnia.";"no"
"«¿Libritas de más? La moda no te excluye». La Prensa de Nicaragua. Nosotras. Managua: La Prensa, 2002-12-31.";;"La Prensa de Nicaragua. Nosotras";2002;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Nicaragua";"México y Centroamérica";;;"Generalmente un cuerpo redondo viene con un par de pechugas importantes. Obviamente, el sostén que realza el busto es un enemigo. Elige los de tipo ""minimizer"" que, sin aplastar, redistribuyen, quita el aspecto de parachoque. Procura que la blusa no parezcan a punto de estallar. Más vale usar una talla más.";"no"
